lap,tyre_age,compound_encoded,track_temperature,laps_total,track,lap_time
33,1,2,41,53,Monza,85.577
34,14,1,43,53,Monza,85.313
35,5,0,30,53,Monza,84.999
36,19,1,31,53,Monza,85.347
37,18,2,36,53,Monza,85.014
38,6,2,34,53,Monza,84.565
39,12,1,41,53,Monza,84.42
40,13,1,37,53,Monza,84.652
41,6,1,32,53,Monza,84.446
42,18,2,40,53,Monza,84.739
43,7,0,39,53,Monza,84.599
44,9,0,40,53,Monza,84.498
45,3,2,41,53,Monza,84.684
46,9,1,34,53,Monza,84.58
47,16,2,35,53,Monza,94.912
48,13,2,31,53,Monza,145.332
49,14,2,39,53,Monza,137.028
50,10,1,32,53,Monza,123.87
51,3,1,39,53,Monza,93.571
52,2,1,39,53,Monza,89.168
53,15,2,31,53,Monza,126.976
1,10,0,44,53,Monza,97.137
2,12,1,32,53,Monza,90.906
3,13,1,34,53,Monza,89.301
4,8,1,33,53,Monza,88.248
5,15,1,37,53,Monza,87.412
6,14,2,44,53,Monza,87.712
7,3,0,42,53,Monza,87.949
8,11,2,42,53,Monza,88.199
9,12,1,31,53,Monza,88.693
10,8,2,41,53,Monza,87.574
11,8,2,31,53,Monza,88.826
12,18,0,38,53,Monza,109.9
13,18,1,30,53,Monza,88.08
14,2,0,33,53,Monza,88.348
15,17,2,33,53,Monza,88.021
16,9,1,41,53,Monza,87.322
17,2,0,42,53,Monza,87.525
18,19,0,35,53,Monza,87.548
19,1,0,39,53,Monza,87.645
20,12,1,42,53,Monza,87.885
21,2,1,30,53,Monza,87.856
22,11,1,36,53,Monza,87.537
23,18,1,43,53,Monza,87.545
24,8,1,44,53,Monza,88.403
25,18,2,33,53,Monza,87.674
26,2,0,38,53,Monza,87.491
27,10,0,39,53,Monza,87.034
28,7,1,37,53,Monza,87.511
29,5,2,43,53,Monza,87.652
30,12,1,34,53,Monza,87.424
31,2,0,43,53,Monza,87.197
32,3,0,41,53,Monza,87.51
33,13,1,31,53,Monza,91.716
34,6,1,30,53,Monza,107.444
35,1,0,32,53,Monza,85.882
36,9,0,36,53,Monza,86.2
37,7,0,39,53,Monza,87.488
38,13,0,32,53,Monza,85.708
39,10,1,43,53,Monza,86.523
40,18,2,42,53,Monza,87.339
41,11,1,35,53,Monza,86.805
42,4,2,32,53,Monza,86.195
43,13,2,41,53,Monza,85.298
44,2,0,36,53,Monza,85.993
45,17,1,30,53,Monza,86.264
46,14,1,36,53,Monza,86.242
47,7,1,37,53,Monza,114.264
48,18,1,42,53,Monza,118.611
49,15,0,31,53,Monza,100.536
50,5,2,30,53,Monza,119.681
51,8,2,41,53,Monza,93.67
52,17,0,38,53,Monza,91.571
53,5,0,37,53,Monza,117.565
1,9,2,34,53,Monza,97.42
2,7,0,40,53,Monza,89.541
3,16,1,34,53,Monza,89.333
4,11,1,42,53,Monza,88.198
5,10,1,34,53,Monza,87.638
6,7,0,42,53,Monza,87.372
7,7,2,32,53,Monza,87.55
8,4,0,34,53,Monza,87.331
9,4,2,43,53,Monza,87.578
10,5,2,44,53,Monza,87.564
11,6,2,44,53,Monza,88.534
12,18,0,43,53,Monza,111.102
13,9,0,43,53,Monza,87.377
14,9,0,37,53,Monza,87.591
15,2,2,38,53,Monza,87.51
16,16,0,44,53,Monza,87.405
17,4,2,37,53,Monza,87.5
18,6,2,36,53,Monza,87.927
19,5,0,31,53,Monza,92.068
20,7,1,30,53,Monza,108.269
21,7,1,42,53,Monza,87.243
22,5,1,39,53,Monza,87.53
23,3,0,30,53,Monza,87.272
24,15,0,42,53,Monza,87.256
25,6,1,41,53,Monza,87.329
26,9,2,40,53,Monza,87.372
27,5,1,37,53,Monza,87.217
28,17,1,43,53,Monza,86.897
29,2,0,31,53,Monza,87.083
30,6,1,30,53,Monza,87.186
31,18,1,35,53,Monza,87.227
32,10,1,32,53,Monza,87.075
33,10,1,36,53,Monza,87.032
34,13,0,42,53,Monza,87.105
35,8,2,43,53,Monza,87.017
36,2,1,35,53,Monza,87.043
37,8,0,30,53,Monza,87.075
38,16,2,42,53,Monza,86.93
39,16,0,44,53,Monza,86.99
40,19,0,39,53,Monza,87.86
41,5,2,39,53,Monza,87.268
42,14,0,42,53,Monza,87.286
43,5,1,41,53,Monza,86.857
44,1,2,40,53,Monza,87.136
45,15,0,33,53,Monza,87.877
46,17,1,34,53,Monza,87.742
47,14,2,35,53,Monza,117.816
48,13,1,32,53,Monza,135.298
49,3,2,41,53,Monza,92.703
50,5,1,34,53,Monza,124.291
51,1,1,38,53,Monza,143.787
52,2,2,30,53,Monza,132.263
1,3,1,37,53,Monza,97.652
2,6,2,44,53,Monza,90.032
3,17,2,34,53,Monza,88.954
4,7,2,43,53,Monza,88.153
5,17,2,41,53,Monza,87.806
6,10,1,30,53,Monza,87.335
7,4,2,30,53,Monza,87.943
8,5,1,30,53,Monza,87.783
9,5,1,37,53,Monza,86.724
10,5,1,33,53,Monza,87.646
11,6,2,39,53,Monza,87.226
12,13,1,37,53,Monza,110.598
13,1,0,32,53,Monza,87.207
14,14,1,37,53,Monza,87.307
15,10,1,40,53,Monza,87.462
16,12,2,32,53,Monza,87.227
17,8,2,43,53,Monza,86.762
18,11,2,40,53,Monza,87.409
19,7,1,37,53,Monza,86.576
20,7,1,36,53,Monza,87.01
21,16,2,43,53,Monza,86.722
22,2,1,36,53,Monza,86.646
23,10,1,40,53,Monza,87.023
24,16,0,41,53,Monza,88.066
25,6,0,36,53,Monza,87.467
26,4,1,42,53,Monza,87.183
27,13,1,42,53,Monza,87.06
28,18,1,42,53,Monza,86.906
29,11,2,34,53,Monza,86.957
30,5,1,43,53,Monza,87.17
31,18,2,43,53,Monza,86.885
32,19,1,33,53,Monza,86.771
33,15,1,36,53,Monza,91.186
34,8,1,30,53,Monza,106.142
35,11,1,38,53,Monza,85.491
36,6,0,41,53,Monza,86.376
37,10,0,38,53,Monza,85.282
38,19,2,41,53,Monza,84.82
39,19,2,30,53,Monza,84.714
40,10,1,38,53,Monza,84.525
41,9,0,40,53,Monza,84.49
42,13,0,42,53,Monza,84.471
43,19,2,43,53,Monza,84.434
44,8,0,41,53,Monza,84.984
45,8,2,42,53,Monza,84.845
46,6,2,40,53,Monza,84.944
47,17,2,35,53,Monza,100.37
48,6,1,35,53,Monza,121.22
49,10,2,34,53,Monza,131.745
50,13,2,38,53,Monza,123.645
51,3,0,35,53,Monza,93.562
52,12,0,36,53,Monza,89.345
53,2,2,30,53,Monza,126.632
1,15,0,44,53,Monza,98.273
2,18,2,42,53,Monza,89.846
3,18,1,41,53,Monza,89.643
4,13,0,39,53,Monza,88.362
5,9,1,34,53,Monza,87.56
6,1,0,43,53,Monza,87.704
7,1,1,37,53,Monza,88.065
8,4,1,32,53,Monza,88.043
9,10,2,30,53,Monza,88.987
10,1,2,39,53,Monza,87.942
11,8,0,34,53,Monza,88.315
12,9,1,31,53,Monza,110.882
13,12,2,40,53,Monza,87.509
14,10,1,38,53,Monza,87.992
15,14,2,37,53,Monza,88.072
16,14,2,43,53,Monza,88.411
17,19,2,41,53,Monza,87.57
18,5,1,32,53,Monza,87.434
19,12,1,39,53,Monza,87.491
20,17,1,35,53,Monza,87.637
21,4,0,42,53,Monza,87.669
22,7,2,34,53,Monza,88.688
23,5,1,37,53,Monza,87.671
24,16,2,34,53,Monza,87.827
25,12,2,37,53,Monza,87.549
26,2,2,30,53,Monza,87.771
27,13,2,39,53,Monza,87.813
28,3,1,43,53,Monza,87.648
29,9,2,43,53,Monza,88.377
30,10,1,44,53,Monza,87.303
31,3,1,30,53,Monza,87.602
32,14,0,39,53,Monza,87.322
33,18,1,31,53,Monza,87.182
34,12,1,39,53,Monza,86.993
35,17,1,38,53,Monza,91.014
36,9,2,41,53,Monza,106.684
37,15,2,33,53,Monza,86.481
38,7,1,43,53,Monza,86.105
39,4,1,42,53,Monza,86.123
40,3,2,33,53,Monza,86.104
41,19,2,42,53,Monza,86.356
42,8,2,30,53,Monza,86.197
43,5,1,31,53,Monza,86.25
44,6,1,31,53,Monza,86.062
45,7,2,30,53,Monza,85.706
46,2,0,34,53,Monza,86.749
47,16,1,41,53,Monza,114.237
48,2,0,31,53,Monza,118.624
49,2,2,41,53,Monza,104.343
50,7,0,39,53,Monza,131.878
51,1,1,35,53,Monza,143.805
52,14,0,31,53,Monza,132.057
1,4,1,40,78,Monaco,84.238
2,19,0,40,78,Monaco,79.367
3,13,0,42,78,Monaco,79.074
4,11,1,32,78,Monaco,78.129
5,13,1,37,78,Monaco,78.019
6,3,2,44,78,Monaco,77.64
7,16,0,42,78,Monaco,77.633
8,2,1,30,78,Monaco,77.397
9,13,0,42,78,Monaco,77.031
10,9,0,42,78,Monaco,77.084
11,17,2,38,78,Monaco,76.858
12,8,1,40,78,Monaco,76.993
13,17,2,37,78,Monaco,77.434
14,17,1,39,78,Monaco,77.065
15,6,0,44,78,Monaco,77.079
16,16,0,31,78,Monaco,76.824
17,14,1,42,78,Monaco,76.86
18,8,2,32,78,Monaco,76.712
19,11,2,30,78,Monaco,76.823
20,2,1,30,78,Monaco,77.214
21,13,0,30,78,Monaco,76.803
22,10,0,33,78,Monaco,76.659
23,9,0,40,78,Monaco,76.604
24,1,2,39,78,Monaco,76.798
25,12,2,38,78,Monaco,77.183
26,16,0,35,78,Monaco,77.212
27,19,1,37,78,Monaco,77.259
28,15,0,41,78,Monaco,77.77
29,5,1,33,78,Monaco,78.001
30,14,2,39,78,Monaco,78.16
31,18,1,34,78,Monaco,78.741
32,7,2,34,78,Monaco,78.816
33,10,2,42,78,Monaco,78.946
34,13,2,37,78,Monaco,78.044
35,16,2,34,78,Monaco,78.024
36,19,1,44,78,Monaco,77.974
37,12,1,33,78,Monaco,77.273
38,4,2,38,78,Monaco,77.122
39,13,0,33,78,Monaco,76.966
40,4,2,44,78,Monaco,77.161
41,16,1,33,78,Monaco,76.944
42,2,1,30,78,Monaco,76.8
43,6,1,32,78,Monaco,76.963
44,4,0,38,78,Monaco,76.722
45,18,2,43,78,Monaco,76.701
46,1,1,42,78,Monaco,77.075
47,12,1,34,78,Monaco,77.16
48,9,0,39,78,Monaco,77.065
49,19,1,42,78,Monaco,77.428
50,5,1,30,78,Monaco,77.314
51,4,1,41,78,Monaco,77.427
52,2,0,39,78,Monaco,84.046
53,1,1,44,78,Monaco,89.919
54,7,0,34,78,Monaco,98.946
55,7,0,31,78,Monaco,130.567
56,1,1,37,78,Monaco,106.131
57,16,0,32,78,Monaco,103.464
58,5,0,38,78,Monaco,102.808
59,19,1,30,78,Monaco,103.791
60,2,2,31,78,Monaco,101.54
61,9,0,38,78,Monaco,100.797
62,10,2,40,78,Monaco,99.272
63,9,0,38,78,Monaco,99.61
64,7,2,44,78,Monaco,98.364
65,3,1,37,78,Monaco,97.16
66,15,1,41,78,Monaco,94.035
67,1,1,43,78,Monaco,92.921
68,5,0,37,78,Monaco,93.659
69,9,0,41,78,Monaco,91.607
70,16,0,44,78,Monaco,91.244
71,19,0,43,78,Monaco,90.363
72,18,2,31,78,Monaco,90.402
73,11,0,31,78,Monaco,88.386
74,6,1,35,78,Monaco,86.864
75,13,1,40,78,Monaco,85.518
76,8,1,36,78,Monaco,85.316
77,7,0,38,78,Monaco,85.46
78,16,1,43,78,Monaco,85.201
1,12,2,44,78,Monaco,85.527
2,1,1,35,78,Monaco,79.646
3,4,0,39,78,Monaco,79.113
4,5,2,34,78,Monaco,78.776
5,9,1,39,78,Monaco,77.939
6,1,0,44,78,Monaco,77.952
7,11,2,33,78,Monaco,77.505
8,4,1,30,78,Monaco,77.391
9,17,1,40,78,Monaco,77.783
10,11,1,41,78,Monaco,77.324
11,5,2,33,78,Monaco,77.249
12,7,2,43,78,Monaco,77.588
13,3,0,42,78,Monaco,78.443
14,11,0,37,78,Monaco,77.508
15,4,0,35,78,Monaco,77.444
16,13,2,40,78,Monaco,77.17
17,17,1,32,78,Monaco,77.699
18,3,1,42,78,Monaco,77.528
19,19,1,40,78,Monaco,77.258
20,7,1,35,78,Monaco,77.13
21,5,2,30,78,Monaco,77.664
22,17,0,30,78,Monaco,77.947
23,9,1,35,78,Monaco,77.272
24,5,0,40,78,Monaco,77.285
25,12,2,40,78,Monaco,77.182
26,10,0,36,78,Monaco,77.141
27,14,1,40,78,Monaco,77.228
28,7,0,44,78,Monaco,77.562
29,4,2,35,78,Monaco,77.111
30,2,1,39,78,Monaco,76.965
31,5,0,44,78,Monaco,77.259
32,10,1,39,78,Monaco,77.637
33,14,2,34,78,Monaco,77.816
34,16,0,34,78,Monaco,79.297
35,14,1,31,78,Monaco,78.634
36,10,1,38,78,Monaco,77.876
37,8,0,38,78,Monaco,77.974
38,1,2,33,78,Monaco,77.141
39,5,1,35,78,Monaco,77.705
40,6,1,34,78,Monaco,77.63
41,17,2,31,78,Monaco,77.016
42,15,1,36,78,Monaco,76.719
43,3,1,43,78,Monaco,76.674
44,10,0,40,78,Monaco,76.919
45,5,1,43,78,Monaco,76.862
46,1,2,41,78,Monaco,77.114
47,9,2,39,78,Monaco,77.108
48,11,1,39,78,Monaco,76.931
49,15,0,34,78,Monaco,76.992
50,17,0,34,78,Monaco,77.408
51,11,0,34,78,Monaco,79.991
52,14,2,31,78,Monaco,84.967
53,13,2,35,78,Monaco,90.862
54,12,2,35,78,Monaco,110.311
55,2,1,35,78,Monaco,126.635
56,4,0,43,78,Monaco,108.531
57,14,1,37,78,Monaco,102.581
58,13,2,42,78,Monaco,101.267
59,12,1,33,78,Monaco,100.897
60,7,0,33,78,Monaco,100.638
61,1,0,39,78,Monaco,102.727
62,15,1,33,78,Monaco,100.467
63,16,2,31,78,Monaco,99.671
64,3,0,31,78,Monaco,98.135
65,8,1,37,78,Monaco,97.64
66,10,2,31,78,Monaco,96.332
67,14,0,35,78,Monaco,93.205
68,14,0,43,78,Monaco,92.841
69,4,0,44,78,Monaco,93.864
70,18,0,38,78,Monaco,91.23
71,5,2,32,78,Monaco,91.057
72,3,2,37,78,Monaco,89.419
73,17,1,31,78,Monaco,90.346
74,13,2,33,78,Monaco,87.245
75,7,1,32,78,Monaco,85.7
76,19,0,41,78,Monaco,86.931
77,18,1,43,78,Monaco,84.701
78,7,1,42,78,Monaco,85.668
1,5,0,35,78,Monaco,86.639
2,10,0,33,78,Monaco,80.301
3,17,2,32,78,Monaco,79.704
4,4,0,43,78,Monaco,79.314
5,14,1,35,78,Monaco,79.041
6,19,2,37,78,Monaco,78.731
7,14,1,39,78,Monaco,78.782
8,13,2,31,78,Monaco,78.533
9,4,0,40,78,Monaco,78.594
10,5,0,38,78,Monaco,78.46
11,2,1,32,78,Monaco,78.271
12,8,1,31,78,Monaco,78.515
13,2,1,32,78,Monaco,78.025
14,6,1,38,78,Monaco,78.055
15,9,1,34,78,Monaco,78.018
16,6,1,32,78,Monaco,77.948
17,5,2,44,78,Monaco,78.372
18,12,0,32,78,Monaco,78.22
19,16,2,31,78,Monaco,78.074
20,19,1,38,78,Monaco,78.087
21,5,2,33,78,Monaco,78.161
22,2,1,42,78,Monaco,78.057
23,18,2,43,78,Monaco,77.873
24,19,1,34,78,Monaco,77.498
25,16,1,43,78,Monaco,77.451
26,10,2,36,78,Monaco,77.433
27,2,2,38,78,Monaco,77.145
28,11,1,30,78,Monaco,76.938
29,14,0,44,78,Monaco,77.179
30,14,1,41,78,Monaco,77.334
31,5,2,38,78,Monaco,77.331
32,15,1,34,78,Monaco,94.668
33,2,2,30,78,Monaco,79.289
34,19,1,41,78,Monaco,76.95
35,10,2,37,78,Monaco,77.095
36,8,1,39,78,Monaco,77.304
37,5,2,30,78,Monaco,77.14
38,19,1,43,78,Monaco,77.048
39,5,0,44,78,Monaco,77.169
40,16,0,32,78,Monaco,77.025
41,19,0,36,78,Monaco,76.528
42,16,1,35,78,Monaco,77.01
43,4,0,31,78,Monaco,77.002
44,2,0,40,78,Monaco,77.033
45,12,0,31,78,Monaco,77.271
46,11,1,43,78,Monaco,76.775
47,19,2,42,78,Monaco,76.962
48,1,2,36,78,Monaco,76.968
49,17,0,32,78,Monaco,77.09
50,18,1,44,78,Monaco,77.836
51,16,1,40,78,Monaco,79.453
52,3,0,30,78,Monaco,86.99
53,4,2,42,78,Monaco,89.909
54,12,2,34,78,Monaco,114.547
55,13,0,35,78,Monaco,102.379
56,19,1,30,78,Monaco,101.755
57,19,0,43,78,Monaco,102.554
58,9,0,38,78,Monaco,103.729
59,17,2,44,78,Monaco,105.002
60,6,0,43,78,Monaco,102.527
61,7,0,35,78,Monaco,102.63
62,7,0,40,78,Monaco,102.139
63,10,2,30,78,Monaco,101.123
64,3,0,31,78,Monaco,100.375
65,11,1,39,78,Monaco,97.029
66,2,0,30,78,Monaco,95.456
67,6,1,31,78,Monaco,94.457
68,6,2,37,78,Monaco,93.484
69,2,1,36,78,Monaco,92.501
70,9,0,41,78,Monaco,90.3
71,8,0,38,78,Monaco,90.027
72,13,2,40,78,Monaco,89.541
73,18,2,39,78,Monaco,87.666
74,10,1,42,78,Monaco,86.712
75,10,2,33,78,Monaco,85.133
76,13,1,32,78,Monaco,84.834
77,1,1,44,78,Monaco,86.24
78,15,2,37,78,Monaco,84.231
1,12,2,43,78,Monaco,87.39
2,11,1,36,78,Monaco,80.593
3,18,1,44,78,Monaco,79.958
4,6,0,32,78,Monaco,79.482
5,13,2,41,78,Monaco,78.723
6,3,1,39,78,Monaco,78.764
7,15,1,30,78,Monaco,78.697
8,11,1,34,78,Monaco,78.637
9,10,2,33,78,Monaco,78.306
10,15,0,43,78,Monaco,78.07
11,5,2,31,78,Monaco,78.265
12,2,2,39,78,Monaco,78.947
13,9,0,37,78,Monaco,78.286
14,2,1,41,78,Monaco,78.107
15,14,0,39,78,Monaco,77.883
16,4,1,37,78,Monaco,78.239
17,17,0,43,78,Monaco,78.36
18,12,2,30,78,Monaco,78.178
19,4,2,38,78,Monaco,77.999
20,1,2,39,78,Monaco,78.032
21,4,2,31,78,Monaco,78.006
22,1,1,44,78,Monaco,78.007
23,6,1,37,78,Monaco,78.006
24,9,2,38,78,Monaco,77.912
25,10,0,44,78,Monaco,77.464
26,12,1,32,78,Monaco,77.366
27,17,2,34,78,Monaco,77.318
28,2,2,41,78,Monaco,77.316
29,4,1,41,78,Monaco,77.171
30,10,1,35,78,Monaco,77.22
31,7,0,42,78,Monaco,77.465
32,6,2,38,78,Monaco,77.18
33,5,0,37,78,Monaco,93.612
34,9,2,33,78,Monaco,80.767
35,2,1,37,78,Monaco,76.628
36,12,0,40,78,Monaco,77.979
37,18,2,30,78,Monaco,77.565
38,17,0,30,78,Monaco,76.786
39,3,1,37,78,Monaco,77.175
40,16,0,39,78,Monaco,77.023
41,1,0,34,78,Monaco,76.651
42,16,1,41,78,Monaco,76.467
43,2,1,32,78,Monaco,76.449
44,7,1,36,78,Monaco,77.76
45,18,0,34,78,Monaco,77.146
46,6,0,35,78,Monaco,77.22
47,3,2,33,78,Monaco,76.732
48,3,1,33,78,Monaco,76.561
49,18,0,33,78,Monaco,77.014
50,8,0,40,78,Monaco,76.917
51,8,1,38,78,Monaco,79.013
52,12,2,40,78,Monaco,86.201
53,3,1,42,78,Monaco,90.068
54,1,1,39,78,Monaco,97.315
55,15,1,35,78,Monaco,139.381
56,13,1,37,78,Monaco,102.32
57,1,0,37,78,Monaco,101.192
58,15,2,39,78,Monaco,103.462
59,16,1,31,78,Monaco,102.82
60,14,2,36,78,Monaco,103.041
61,2,0,41,78,Monaco,102.633
62,11,0,40,78,Monaco,100.78
63,6,2,36,78,Monaco,99.899
64,17,2,36,78,Monaco,99.306
65,11,0,31,78,Monaco,97.838
66,8,2,40,78,Monaco,96.238
67,3,1,30,78,Monaco,94.999
68,6,2,44,78,Monaco,93.322
69,10,0,44,78,Monaco,95.394
70,19,2,43,78,Monaco,92.13
71,6,1,35,78,Monaco,89.92
72,14,2,34,78,Monaco,89.849
73,13,2,42,78,Monaco,87.84
74,9,1,44,78,Monaco,88.585
75,19,0,31,78,Monaco,86.388
76,8,1,43,78,Monaco,85.776
77,1,0,40,78,Monaco,85.579
78,15,1,32,78,Monaco,86.283
1,17,1,35,78,Monaco,88.585
2,1,2,42,78,Monaco,80.527
3,1,2,41,78,Monaco,80.105
4,16,1,34,78,Monaco,79.356
5,6,1,42,78,Monaco,78.736
6,11,0,30,78,Monaco,78.958
7,13,1,41,78,Monaco,78.651
8,6,1,43,78,Monaco,79.051
9,7,2,38,78,Monaco,78.829
10,19,2,39,78,Monaco,78.173
11,11,1,44,78,Monaco,77.926
12,16,1,42,78,Monaco,78.23
13,14,1,33,78,Monaco,78.084
14,15,2,41,78,Monaco,78.422
15,7,1,35,78,Monaco,78.189
16,16,1,39,78,Monaco,78.31
17,12,1,32,78,Monaco,78.254
18,17,1,41,78,Monaco,78.37
19,18,1,44,78,Monaco,78.207
20,19,2,38,78,Monaco,78.121
21,10,2,41,78,Monaco,78.311
22,8,1,42,78,Monaco,77.393
23,17,1,42,78,Monaco,78.053
24,7,1,35,78,Monaco,77.431
25,4,0,33,78,Monaco,77.643
26,7,2,36,78,Monaco,77.716
27,1,1,31,78,Monaco,77.322
28,13,2,33,78,Monaco,77.334
29,13,1,36,78,Monaco,77.372
30,6,1,30,78,Monaco,77.742
31,3,0,39,78,Monaco,95.467
32,7,1,33,78,Monaco,78.165
33,14,0,30,78,Monaco,75.65
34,19,0,41,78,Monaco,78.357
35,5,1,35,78,Monaco,77.159
36,9,1,40,78,Monaco,77.688
37,10,2,38,78,Monaco,77.711
38,12,1,37,78,Monaco,77.167
39,19,2,38,78,Monaco,77.293
40,6,1,30,78,Monaco,76.962
41,9,2,31,78,Monaco,76.588
42,19,1,35,78,Monaco,76.58
43,7,2,34,78,Monaco,76.529
44,19,0,33,78,Monaco,76.88
45,10,2,36,78,Monaco,78.833
46,13,0,43,78,Monaco,76.85
47,12,2,38,78,Monaco,76.257
48,4,0,42,78,Monaco,76.86
49,7,1,40,78,Monaco,76.781
50,1,2,44,78,Monaco,77.11
51,19,1,39,78,Monaco,78.294
52,15,2,33,78,Monaco,86.237
53,5,0,37,78,Monaco,91.341
54,8,2,33,78,Monaco,115.141
55,4,1,44,78,Monaco,99.603
56,6,2,31,78,Monaco,101.277
57,6,1,34,78,Monaco,103.278
58,19,1,31,78,Monaco,103.378
59,8,1,35,78,Monaco,105.199
60,5,0,40,78,Monaco,103.041
61,9,0,38,78,Monaco,102.396
62,2,1,42,78,Monaco,102.287
63,19,1,40,78,Monaco,101.315
64,13,1,41,78,Monaco,98.957
65,16,1,39,78,Monaco,97.636
66,6,2,42,78,Monaco,96.203
67,5,1,44,78,Monaco,94.539
68,12,2,39,78,Monaco,92.866
69,9,0,35,78,Monaco,93.757
70,14,1,41,78,Monaco,89.68
71,14,0,31,78,Monaco,89.667
72,14,1,44,78,Monaco,89.415
73,5,1,33,78,Monaco,87.735
74,1,1,34,78,Monaco,86.304
75,13,0,32,78,Monaco,85.242
76,4,0,39,78,Monaco,84.651
77,4,1,30,78,Monaco,86.21
78,3,1,31,78,Monaco,85.105
1,1,0,36,78,Monaco,89.108
2,9,1,33,78,Monaco,80.549
3,9,1,35,78,Monaco,80.021
4,13,1,34,78,Monaco,79.468
5,3,1,34,78,Monaco,78.837
6,17,1,40,78,Monaco,78.829
7,10,1,43,78,Monaco,78.645
8,1,1,38,78,Monaco,79.165
9,9,0,32,78,Monaco,78.809
10,11,0,44,78,Monaco,78.219
11,8,1,38,78,Monaco,78.162
12,6,0,38,78,Monaco,78.15
13,16,1,44,78,Monaco,78.018
14,17,0,44,78,Monaco,78.394
15,19,1,42,78,Monaco,78.312
16,6,1,37,78,Monaco,78.316
17,4,2,44,78,Monaco,78.234
18,18,1,35,78,Monaco,78.361
19,2,0,43,78,Monaco,78.19
20,4,1,40,78,Monaco,78.365
21,2,0,41,78,Monaco,78.127
22,4,1,42,78,Monaco,77.886
23,10,0,35,78,Monaco,77.922
24,6,1,43,78,Monaco,77.586
25,9,1,43,78,Monaco,77.619
26,10,1,33,78,Monaco,77.879
27,16,0,35,78,Monaco,77.602
28,8,2,42,78,Monaco,77.48
29,18,0,37,78,Monaco,77.065
30,14,2,38,78,Monaco,77.559
31,1,1,41,78,Monaco,77.876
32,14,2,39,78,Monaco,77.282
33,13,2,38,78,Monaco,77.163
34,16,0,41,78,Monaco,77.461
35,8,1,43,78,Monaco,77.467
36,13,1,42,78,Monaco,77.491
37,5,2,40,78,Monaco,77.361
38,18,1,33,78,Monaco,77.483
39,15,1,42,78,Monaco,77.213
40,9,1,42,78,Monaco,77.237
41,3,0,40,78,Monaco,78.328
42,17,0,39,78,Monaco,77.801
43,9,1,37,78,Monaco,78.451
44,16,0,36,78,Monaco,95.442
45,2,1,35,78,Monaco,79.563
46,3,2,44,78,Monaco,75.773
47,13,1,31,78,Monaco,76.358
48,8,0,37,78,Monaco,76.971
49,10,0,31,78,Monaco,76.283
50,5,0,34,78,Monaco,75.956
51,2,2,36,78,Monaco,77.017
52,1,1,42,78,Monaco,83.243
53,19,1,39,78,Monaco,93.259
54,15,1,36,78,Monaco,95.725
55,19,1,42,78,Monaco,129.246
56,6,2,30,78,Monaco,103.008
57,11,0,36,78,Monaco,103.373
58,14,1,31,78,Monaco,103.473
59,6,0,38,78,Monaco,102.305
60,17,1,43,78,Monaco,102.852
61,8,0,43,78,Monaco,102.262
62,14,1,38,78,Monaco,101.144
63,15,1,38,78,Monaco,100.396
64,1,0,32,78,Monaco,99.223
65,4,2,31,78,Monaco,98.481
66,11,1,43,78,Monaco,95.05
67,4,2,30,78,Monaco,94.515
68,4,1,39,78,Monaco,93.903
69,10,1,34,78,Monaco,95.087
70,18,2,38,78,Monaco,92.309
71,4,1,34,78,Monaco,90.198
72,7,1,38,78,Monaco,88.677
73,16,1,40,78,Monaco,89.177
74,11,1,36,78,Monaco,87.848
75,19,0,41,78,Monaco,86.923
76,2,0,40,78,Monaco,86.435
77,1,1,41,78,Monaco,85.965
78,4,1,32,78,Monaco,86.939
1,11,1,39,78,Monaco,89.701
2,6,1,44,78,Monaco,80.636
3,8,2,33,78,Monaco,80.282
4,19,1,36,78,Monaco,79.577
5,2,0,39,78,Monaco,78.893
6,7,0,37,78,Monaco,78.842
7,8,0,42,78,Monaco,78.604
8,1,1,37,78,Monaco,79.317
9,3,0,34,78,Monaco,78.788
10,17,0,37,78,Monaco,78.31
11,2,2,39,78,Monaco,78.367
12,6,2,44,78,Monaco,78.582
13,18,2,30,78,Monaco,77.713
14,5,1,39,78,Monaco,78.564
15,16,1,37,78,Monaco,78.284
16,1,1,39,78,Monaco,78.298
17,19,0,44,78,Monaco,77.99
18,3,2,36,78,Monaco,78.453
19,7,0,42,78,Monaco,78.109
20,14,2,41,78,Monaco,78.587
21,4,2,30,78,Monaco,77.81
22,3,2,34,78,Monaco,78.213
23,11,1,44,78,Monaco,77.942
24,9,2,41,78,Monaco,77.577
25,13,2,31,78,Monaco,77.54
26,2,2,35,78,Monaco,77.912
27,17,2,37,78,Monaco,78.012
28,4,1,32,78,Monaco,77.285
29,13,2,35,78,Monaco,77.373
30,11,2,30,78,Monaco,77.083
31,7,1,33,78,Monaco,78.015
32,7,2,32,78,Monaco,77.384
33,5,2,41,78,Monaco,77.45
34,4,0,38,78,Monaco,77.207
35,11,1,43,78,Monaco,77.421
36,12,2,34,78,Monaco,77.668
37,5,1,30,78,Monaco,77.212
38,1,2,42,78,Monaco,77.556
39,4,0,40,78,Monaco,77.102
40,17,0,41,78,Monaco,77.221
41,12,1,32,78,Monaco,77.654
42,1,1,36,78,Monaco,78.559
43,2,1,40,78,Monaco,77.699
44,8,0,44,78,Monaco,78.042
45,4,1,43,78,Monaco,76.839
46,2,1,44,78,Monaco,76.997
47,12,0,44,78,Monaco,93.267
48,1,0,37,78,Monaco,79.884
